Newspaper Title,Issue Date,Page Number,City,State,PDF Link,prim_long_dec,prim_lat_dec
The Mena Weekly Star,02-08-1912,2,Mena,Arkansas,https://tile.loc.gov/storage-services/service/ndnp/arhi/batch_arhi_electabuzz_ver01/data/sn89051213/00414212694/1912020801/1165.pdf,-94.1839715,34.5620715
Pokrok ZáPadu,12-11-1901,3,Omaha,Nebraska,https://tile.loc.gov/storage-services/service/ndnp/nbu/batch_nbu_froelichiafloridana_ver01/data/sn83045348/00279527185/1901121101/1021.pdf,-96.5357502,42.0922742
La OpinióN,06-19-1927,13,Los Angeles,California,https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_twinberry_ver01/data/sn81004351/0041418862A/1927061901/0409.pdf,-118.2303511,34.0580672
Gloucester County Democrat,06-30-1904,1,Woodbury,New Jersey,https://tile.loc.gov/storage-services/service/ndnp/njr/batch_njr_furio_ver01/data/sn87068079/00332896532/1904063001/0460.pdf,-75.1524263,39.8378815
The Oklahoma City Times,06-08-1917,1,Oklahoma City,Oklahoma,https://tile.loc.gov/storage-services/service/ndnp/okhi/batch_okhi_inola_ver02/data/sn86064187/00200295262/1917060801/0693.pdf,-97.5164276,35.4675602
The Clay City Times,07-22-1915,6,Clay City,Kentucky,https://tile.loc.gov/storage-services/service/ndnp/kyu/batch_kyu_judaspriest_ver01/data/sn86069657/00280763561/1915072201/0361.pdf,-83.9185323,37.8592479
Wauwatosa News,08-25-1900,3,Wauwatosa,Wisconsin,https://tile.loc.gov/storage-services/service/ndnp/whi/batch_whi_grindylow_ver01/data/sn86086499/00414214502/1900082501/0065.pdf,-88.0347169,43.0615687
The Greenville Journal,11-20-1913,2,Greenville,Ohio,https://tile.loc.gov/storage-services/service/ndnp/ohi/batch_ohi_gann_ver01/data/sn83035565/00296026918/1913112001/0513.pdf,-84.6384906,40.1184024
The Pioneer Press,12-01-1898,3,Miller,South Dakota,https://tile.loc.gov/storage-services/service/ndnp/sdhi/batch_sdhi_jicama_ver01/data/sn98062949/00340581088/1898120101/1667.pdf,-98.9869594,44.5204876
Morning Journal And Courier,08-31-1891,1,New Haven,Connecticut,https://tile.loc.gov/storage-services/service/ndnp/ct/batch_ct_forest_ver01/data/sn82015483/00271764066/1891083101/0214.pdf,-72.8998568,41.3488232
The Kansas State Ledger,08-02-1895,3,Topeka,Kansas,https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_hodges_ver01/data/sn85067105/00211664010/1895080201/0623.pdf,-95.6663784,38.9776953
Water Valley Progress,11-07-1903,6,Water Valley,Mississippi,https://tile.loc.gov/storage-services/service/ndnp/msar/batch_msar_garnet_ver01/data/sn87065501/00383344499/1903110701/0124.pdf,-89.6300561,34.1621725
Kentucky Irish American,04-12-1902,2,Louisville,Kentucky,https://tile.loc.gov/storage-services/service/ndnp/kyu/batch_kyu_liberace_ver01/data/sn86069180/00100481753/1902041201/0301.pdf,-85.7509382,38.2416898
Proletarec,08-21-1917,8,Chicago,Illinois,https://tile.loc.gov/storage-services/service/ndnp/iune/batch_iune_mallard_ver08/data/sn83045377/0027176750A/1917082101/0281.pdf,-87.6851202,41.837107
The Bourbon News,04-02-1918,8,Paris,Kentucky,https://tile.loc.gov/storage-services/service/ndnp/kyu/batch_kyu_gold_ver01/data/sn86069873/00280762945/1918040201/0221.pdf,-84.2911517,38.185682
Lincoln County Leader,02-18-1916,2,Toledo,Oregon,https://tile.loc.gov/storage-services/service/ndnp/oru/batch_oru_grosbeak_ver01/data/sn85033162/0020029855A/1916021801/0611.pdf,-123.9203407,44.59566
The Evening Herald,09-14-1917,4,Klamath Falls,Oregon,https://tile.loc.gov/storage-services/service/ndnp/oru/batch_oru_argonaut_ver01/data/sn99063812/00280760067/1917091401/0958.pdf,-121.7839935,42.2393295
The Madisonian,08-03-1895,6,Virginia City,Montana,https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_dollyvarden_ver01/data/sn86091484/00295860388/1895080301/0259.pdf,-111.9460911,45.2938143
The Daily Progressive-Miner,05-07-1917,2,Ketchikan,Alaska,https://tile.loc.gov/storage-services/service/ndnp/ak/batch_ak_halibut_ver01/data/sn94050061/00414185137/1917050701/0027.pdf,-131.0305103,55.4885149
Pittsburg Dispatch,01-01-1892,9,Pittsburgh,Pennsylvania,https://tile.loc.gov/storage-services/service/ndnp/pst/batch_pst_eisenhower_ver01/data/sn84024546/00237282085/1892010101/0012.pdf,-79.8381998,40.396866
El Regidor,08-09-1912,3,San Antonio,Texas,https://tile.loc.gov/storage-services/service/ndnp/txdn/batch_txdn_calhoun_ver01/data/sn84045523/00279559794/1912080901/1035.pdf,-98.5242934,29.4627143
Passaic City Record,07-20-1901,1,Passaic,New Jersey,https://tile.loc.gov/storage-services/service/ndnp/njr/batch_njr_deal_ver01/data/sn85035722/0051368521A/1901072001/0563.pdf,-74.3008699,41.0343493
Norwich Bulletin,06-02-1914,1,Norwich,Connecticut,https://tile.loc.gov/storage-services/service/ndnp/ct/batch_ct_andover_ver01/data/sn82014086/00295865933/1914060201/0330.pdf,-72.1053552,41.5531539
The Newspaper,07-19-1907,4,Paonia,Colorado,https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_dorchester_ver01/data/sn90051107/00340585823/1907071901/0078.pdf,-107.5912099,38.9810108
Crittenden Record-Press,10-12-1911,3,Marion,Kentucky,https://tile.loc.gov/storage-services/service/ndnp/kyu/batch_kyu_fargo_ver01/data/sn86069460/00206533316/1911101201/0852.pdf,-85.2696315,37.5525344
The Herald-Advance,07-04-1919,8,Milbank,South Dakota,https://tile.loc.gov/storage-services/service/ndnp/sdhi/batch_sdhi_dominica_ver01/data/sn00065154/00279523271/1919070401/0089.pdf,-96.6338542,45.2194713
Deming Headlight,03-30-1901,1,Deming,New Mexico,https://tile.loc.gov/storage-services/service/ndnp/nmu/batch_nmu_agave_ver01/data/sn83004264/00280774571/1901033001/0236.pdf,-107.7446741,32.4160501
The Evening Herald,10-02-1921,16,Albuquerque,New Mexico,https://tile.loc.gov/storage-services/service/ndnp/nmu/batch_nmu_globemallow_ver01/data/sn92070582/00280773955/1921100201/0913.pdf,-106.667526,35.1017126
The Roanoke Times,09-08-1897,2,Roanoke,Virginia,https://tile.loc.gov/storage-services/service/ndnp/vi/batch_vi_lilac_ver01/data/sn95079490/00175031820/1897090801/0042.pdf,-80.050863,37.2087995
The Bridgeport Evening Farmer,05-07-1915,10,Bridgeport,Connecticut,https://tile.loc.gov/storage-services/service/ndnp/ct/batch_ct_goshen_ver01/data/sn84022472/00295867012/1915050701/0085.pdf,-73.1954948,41.1872277
Idaho Springs Siftings,05-14-1904,3,Idaho Springs,Colorado,https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_baldwin_ver01/data/sn90051005/00414214277/1904051401/0257.pdf,-105.5343418,39.677498
The Telegraph-Courier,10-18-1923,4,Kenosha,Wisconsin,https://tile.loc.gov/storage-services/service/ndnp/whi/batch_whi_lenawee_ver01/data/sn85040310/00514158848/1923101801/0108.pdf,-87.6531182,42.5785041
The Republican Journal,12-07-1922,2,Belfast,Maine,https://tile.loc.gov/storage-services/service/ndnp/me/batch_me_edgecomb_ver02/data/sn78000873/0027952505A/1922120701/0392.pdf,-69.0274559,44.4266442
The Recorder,10-06-1900,7,Indianapolis,Indiana,https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_bouie_ver01/data/sn84025902/00211663753/1900100601/0485.pdf,-86.145737,39.7778261
The Holly Chieftain,05-06-1910,5,Holly,Colorado,https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_kokomo_ver01/data/sn90051185/00513681112/1910050601/1412.pdf,-102.1407139,38.147751
Watauga Democrat,11-29-1928,3,Boone,North Carolina,https://tile.loc.gov/storage-services/service/ndnp/ncu/batch_ncu_appling_ver02/data/sn82007642/00279558182/1928112901/1199.pdf,-79.508469,36.0984397
Coulee City Dispatch,09-06-1917,2,Coulee City,Washington,https://tile.loc.gov/storage-services/service/ndnp/wa/batch_wa_heron_ver02/data/sn89079026/00414189969/1917090601/0507.pdf,-119.2922499,47.6112561
The Buffalo Voice,08-03-1923,3,Buffalo,Wyoming,https://tile.loc.gov/storage-services/service/ndnp/wyu/batch_wyu_irving_ver01/data/sn92067096/00517179899/1923080301/0990.pdf,-106.6208423,44.3449459
The Fairmont West Virginian,05-21-1910,8,Fairmont,West Virginia,https://tile.loc.gov/storage-services/service/ndnp/wvu/batch_wvu_dolphy_ver01/data/sn86092557/00415660212/1910052101/0371.pdf,-80.1490269,39.4767924
Paragould Soliphone,10-11-1922,6,Paragould,Arkansas,https://tile.loc.gov/storage-services/service/ndnp/arhi/batch_arhi_kangaskhan_ver02/data/sn90050221/00414213157/1922101101/0866.pdf,-90.5148627,36.0555231
Iron County News,06-02-1923,7,Hurley,Wisconsin,https://tile.loc.gov/storage-services/service/ndnp/whi/batch_whi_lenawee_ver01/data/sn85040652/00514158976/1923060201/1079.pdf,-90.1982833,46.4462436
The Commercial,08-04-1911,1,Union City,Tennessee,https://tile.loc.gov/storage-services/service/ndnp/tu/batch_tu_kathy_ver01/data/sn89058321/00415621449/1911080401/0694.pdf,-89.0570096,36.4242303
The Ellensburg Dawn,12-21-1911,3,Ellensburg,Washington,https://tile.loc.gov/storage-services/service/ndnp/wa/batch_wa_muddy_ver02/data/sn88085012/00200290549/1911122101/0552.pdf,-120.5496635,46.9981863
The Laclede Blade,09-30-1910,2,Laclede,Missouri,https://tile.loc.gov/storage-services/service/ndnp/mohi/batch_mohi_linus_ver01/data/sn89066129/00294557210/1910093001/0724.pdf,-92.5903514,37.6583185
The Waxahachie Daily Light,09-07-1909,4,Waxahachie,Texas,https://tile.loc.gov/storage-services/service/ndnp/txdn/batch_txdn_dewitt_ver01/data/sn86090369/00279520762/1909090701/0886.pdf,-96.809812,32.3499026
Martinsburg W Va Evening Journal,11-22-1918,6,Martinsburg,West Virginia,https://tile.loc.gov/storage-services/service/ndnp/wvu/batch_wvu_els_ver01/data/sn85059586/00393349359/1918112201/0900.pdf,-77.9776404,39.4582383
The Adair County News,11-09-1910,3,Columbia,Kentucky,https://tile.loc.gov/storage-services/service/ndnp/kyu/batch_kyu_charo_ver01/data/sn86069496/00175044231/1910110901/0360.pdf,-85.3026408,37.0835392
The Independent,11-30-1928,9,Elizabeth City,North Carolina,https://tile.loc.gov/storage-services/service/ndnp/ncu/batch_ncu_apple_ver01/data/sn83025812/00416156268/1928113001/0542.pdf,-81.4912001,35.292908
Bill Barlow'S Budget,07-31-1913,1,Douglas,Wyoming,https://tile.loc.gov/storage-services/service/ndnp/wyu/batch_wyu_heinlein_ver01/data/sn92067125/00517179826/1913073101/0065.pdf,-105.3268998,42.9927281
The Grit-Advocate,12-01-1905,4,Julesburg,Colorado,https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_floresta_ver01/data/sn89052194/00513680910/1905120101/0180.pdf,-102.4841812,40.9642897
The Daily Pioneer,01-22-1904,2,Bemidji,Minnesota,https://tile.loc.gov/storage-services/service/ndnp/mnhi/batch_mnhi_jevne_ver02/data/sn90059049/0020653848A/1904012201/0275.pdf,-94.860385,47.4396928
The Intelligencer,06-12-1915,1,Anderson,South Carolina,https://tile.loc.gov/storage-services/service/ndnp/scu/batch_scu_evadeestruction_ver01/data/2010218505/00294550896/1915061201/0263.pdf,-82.6377584,34.5193016
Dakota County Herald,05-24-1907,8,Dakota City,Nebraska,https://tile.loc.gov/storage-services/service/ndnp/nbu/batch_nbu_ford_ver02/data/2010270500/00211102627/1907052401/0373.pdf,-96.4183637,42.4155496
Virginia Citizen,03-24-1905,4,Irvington,Virginia,https://tile.loc.gov/storage-services/service/ndnp/vi/batch_vi_defleppard_ver01/data/sn95079220/00175048078/1905032401/0314.pdf,-76.4205063,37.6620578
Arizona Weekly Citizen,08-29-1896,3,Tucson,Arizona,https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_hedgehog_ver01/data/sn82015133/00211104673/1896082901/0700.pdf,-110.7647731,32.151084
Elko Independent,08-28-1917,2,Elko,Nevada,https://tile.loc.gov/storage-services/service/ndnp/nvln/batch_nvln_lasvegas_ver01/data/sn86076367/00279555028/1917082801/0188.pdf,-115.7375674,40.8557542
El Nuevo Mexicano,06-21-1917,8,Santa Fe,New Mexico,https://tile.loc.gov/storage-services/service/ndnp/nmu/batch_nmu_austen_ver01/data/sn94056869/00296025690/1917062101/0199.pdf,-105.9461325,35.6875307
The True Northerner,04-27-1894,2,Paw Paw,Michigan,https://tile.loc.gov/storage-services/service/ndnp/mimtptc/batch_mimtptc_gaylord_ver02/data/sn85033781/00296023802/1894042701/0902.pdf,-85.9372888,42.2026296
Carrizozo Outlook,10-03-1919,1,Carrizozo,New Mexico,https://tile.loc.gov/storage-services/service/ndnp/nmu/batch_nmu_elkweed_ver01/data/sn94056939/00280774613/1919100301/0361.pdf,-105.9963583,33.601967
Baxter Springs News,08-17-1895,1,Baxter Springs,Kansas,https://tile.loc.gov/storage-services/service/ndnp/khi/batch_khi_jones_ver01/data/sn83040592/00212473972/1895081701/0741.pdf,-94.7350731,37.019552
The Jones County News,10-06-1910,2,Ellisville,Mississippi,https://tile.loc.gov/storage-services/service/ndnp/msar/batch_msar_karakul_ver02/data/sn87065069/00199917614/1910100601/0481.pdf,-89.2090506,31.5969741
The Bee,05-07-1896,1,Earlington,Kentucky,https://tile.loc.gov/storage-services/service/ndnp/kyu/batch_kyu_airplane_ver01/data/sn87060004/00100481649/1896050701/0824.pdf,-87.5064903,37.275415
The Inter-Mountain Farmer And Ranchman,10-21-1902,7,Salt Lake City,Utah,https://tile.loc.gov/storage-services/service/ndnp/uuml/batch_uuml_evans_ver02/data/2010218500/00237285657/1902102101/0430.pdf,-111.8763236,40.6263366
Tri-Weekly Nome Industrial Worker,05-04-1918,3,Nome,Alaska,https://tile.loc.gov/storage-services/service/ndnp/ak/batch_ak_eagle_ver01/data/2021218512/00514154776/1918050401/0421.pdf,-164.2443226,64.8354505
Cut Bank Pioneer Press,06-05-1914,3,Cut Bank,Montana,https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_dollyvarden_ver01/data/sn85053109/00295861058/1914060501/0380.pdf,-112.2716051,48.7613723
The Catholic Bulletin,03-14-1914,2,Saint Paul,Minnesota,https://tile.loc.gov/storage-services/service/ndnp/mnhi/batch_mnhi_ibo_ver01/data/sn90060976/00383347592/1914031401/0084.pdf,-92.9994943,45.0136966
The Buffalo Bulletin,11-29-1928,3,Buffalo,Wyoming,https://tile.loc.gov/storage-services/service/ndnp/wyu/batch_wyu_jones_ver02/data/sn92067106/0054286199A/1928112901/0941.pdf,-106.6208423,44.3449459
White Bluffs Spokesman,09-27-1929,1,White Bluffs,Washington,https://tile.loc.gov/storage-services/service/ndnp/wa/batch_wa_guillemot_ver02/data/sn87093008/00414189714/1929092701/0570.pdf,,
The Columbus Journal,04-05-1911,1,Columbus,Nebraska,https://tile.loc.gov/storage-services/service/ndnp/nbu/batch_nbu_bryan_ver01/data/sn95073194/00206537735/1911040501/0501.pdf,-97.3565952,41.4366321
The Connecticut Labor News,11-04-1921,5,New Haven,Connecticut,https://tile.loc.gov/storage-services/service/ndnp/ct/batch_ct_clash_ver01/data/sn92051283/00414219329/1921110401/0398.pdf,-72.8998568,41.3488232
The Dermott News,07-30-1914,1,Dermott,Arkansas,https://tile.loc.gov/storage-services/service/ndnp/arhi/batch_arhi_kangaskhan_ver02/data/sn90050260/00414213200/1914073001/0365.pdf,-91.4324214,33.5271003
The Emmett Index,12-30-1909,1,Emmett,Idaho,https://tile.loc.gov/storage-services/service/ndnp/idhi/batch_idhi_floris_ver01/data/sn86091145/00414211641/1909123001/0439.pdf,-116.5800449,43.9103126
Barton County Democrat,08-22-1902,3,Great Bend,Kansas,https://tile.loc.gov/storage-services/service/ndnp/khi/batch_khi_finney_ver02/data/sn83040198/00212473546/1902082201/0428.pdf,-98.7338719,38.3958915
The Colfax Chronicle,05-09-1896,2,Colfax,Louisiana,https://tile.loc.gov/storage-services/service/ndnp/lu/batch_lu_lila_ver02/data/sn88064176/00211100874/1896050901/0497.pdf,-92.7001511,31.5208004
The Jennings Daily Record,03-10-1902,1,Jennings,Louisiana,https://tile.loc.gov/storage-services/service/ndnp/lu/batch_lu_havok_ver01/data/sn88064676/00280761655/1902031001/0532.pdf,-92.6581695,30.223608
The Grangeville Globe,01-16-1919,6,Grangeville,Idaho,https://tile.loc.gov/storage-services/service/ndnp/idhi/batch_idhi_cornwell_ver02/data/sn86091099/0041566624A/1919011601/0468.pdf,-116.1726731,45.8222923
The Morning Standard,10-30-1910,3,Ogden,Utah,https://tile.loc.gov/storage-services/service/ndnp/uuml/batch_uuml_fourteen_ver01/data/sn85058406/print/1910103001/0142.pdf,-112.0125218,41.2169975
The Brownsville Daily Herald,01-09-1903,1,Brownsville,Texas,https://tile.loc.gov/storage-services/service/ndnp/txdn/batch_txdn_hungary_ver01/data/sn86099906/00294554130/1903010901/0045.pdf,-97.5126096,25.9654649
Montour American,06-25-1903,4,Danville,Pennsylvania,https://tile.loc.gov/storage-services/service/ndnp/pst/batch_pst_dubois_ver01/data/sn86083264/0029602644A/1903062501/0621.pdf,-76.6120766,40.9615136
The Jamesburg Record,06-02-1900,8,Jamesburg,New Jersey,https://tile.loc.gov/storage-services/service/ndnp/njr/batch_njr_capemay_ver01/data/sn85035661/00514155811/1900060201/0441.pdf,-74.439968,40.3493486
The Powder River County Examiner And The Broadus Independent,06-24-1921,2,Broadus,Montana,https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_indigobunting_ver02/data/sn84036256/00295861162/1921062401/0819.pdf,-105.4932058,45.6133159
Hot Springs Weekly Star,09-22-1905,4,Hot Springs,South Dakota,https://tile.loc.gov/storage-services/service/ndnp/sdhi/batch_sdhi_dagger_ver01/data/sn96090259/00415623197/1905092201/0645.pdf,-103.4657167,43.4194971
The Tabor Independent,07-31-1919,3,Tabor,South Dakota,https://tile.loc.gov/storage-services/service/ndnp/sdhi/batch_sdhi_elderberry_ver02/data/sn99062018/00340581295/1919073101/0017.pdf,-97.6593899,42.9476724
The Daily Times,09-22-1921,1,Wilson,North Carolina,https://tile.loc.gov/storage-services/service/ndnp/ncu/batch_ncu_adam_ver02/data/sn92073954/00415667255/1921092201/0438.pdf,-77.918663,35.7051457
The Wilson Times,09-23-1921,1,Wilson,North Carolina,https://tile.loc.gov/storage-services/service/ndnp/ncu/batch_ncu_adam_ver02/data/sn92073953/00415667188/1921092301/0518.pdf,-77.918663,35.7051457
Watertown Leader,12-16-1910,2,Watertown,Wisconsin,https://tile.loc.gov/storage-services/service/ndnp/whi/batch_whi_elizabeth_ver01/data/sn85040722/00271769520/1910121601/0544.pdf,-88.7289918,43.1947212
The Wheatland World,12-22-1916,4,Wheatland,Wyoming,https://tile.loc.gov/storage-services/service/ndnp/wyu/batch_wyu_aarakocra_ver01/data/sn92066906/00542862233/1916122201/0116.pdf,-105.0106017,42.0660374
Blackfoot News,12-09-1893,1,Blackfoot,Idaho,https://tile.loc.gov/storage-services/service/ndnp/idhi/batch_idhi_hillerman_ver01/data/sn88056017/00415666718/1893120901/0374.pdf,-112.2951836,43.2071208
The Mirror,09-21-1922,2,Stillwater,Minnesota,https://tile.loc.gov/storage-services/service/ndnp/mnhi/batch_mnhi_disco_ver01/data/sn90060762/00199919866/1922092101/0508.pdf,-92.8105907,45.1026223
Tensas Gazette,08-25-1911,1,Saint Joseph,Louisiana,https://tile.loc.gov/storage-services/service/ndnp/lu/batch_lu_roulette_ver01/data/sn87090131/00200299759/1911082501/0547.pdf,-91.2400403,31.9202839
The Greeley Tribune,09-17-1903,1,Greeley,Colorado,https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_jamestown_ver01/data/sn84022265/00383341218/1903091701/0009.pdf,-104.6936439,40.4440483
The Ketchikan Miner,04-19-1912,2,Ketchikan,Alaska,https://tile.loc.gov/storage-services/service/ndnp/ak/batch_ak_halibut_ver01/data/sn94050056/00414185204/1912041901/0614.pdf,-131.0305103,55.4885149
The Marietta Journal,06-13-1919,11,Marietta,Georgia,https://tile.loc.gov/storage-services/service/ndnp/gu/batch_gu_elmo_ver02/data/sn89053963/00517177398/1919061301/0967.pdf,-84.5352986,33.9595117
The Colfax Gazette,12-12-1902,6,Colfax,Washington,https://tile.loc.gov/storage-services/service/ndnp/wa/batch_wa_alder_ver01/data/sn88085460/00211108228/1902121201/0138.pdf,-117.3055144,46.887168
Richmond Planet,12-04-1926,6,Richmond,Virginia,https://tile.loc.gov/storage-services/service/ndnp/vi/batch_vi_jumboshrimp_ver01/data/sn84025841/00414216547/1926120401/0388.pdf,-76.7296873,37.9370591
