Unnamed: 0,Newspaper Title,Issue Date,Page Number,City,PDF Link
9915,The San Francisco Call,09-26-1900,6,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_brea_ver01/data/sn85066387/190009261/0422.pdf
9916,The San Francisco Call,09-01-1900,3,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_brea_ver01/data/sn85066387/190009011/0006.pdf
9917,The San Francisco Call,07-30-1908,4,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_jenner_ver01/data/sn85066387/00175047906/1908073001/0584.pdf
9918,The Herald,10-26-1895,7,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_ogilby_ver01/data/sn85042461/00280769630/1895102601/0693.pdf
9919,Santa Fe New Mexican,06-27-1905,1,"Santa Fe, New Mexico",https://tile.loc.gov/storage-services/service/ndnp/nmu/batch_nmu_grimes_ver01/data/sn84020630/00415629175/1905062701/0400.pdf
9920,Ashland Tidings,04-10-1913,8,"Ashland, Oregon",https://tile.loc.gov/storage-services/service/ndnp/oru/batch_oru_grosbeak_ver01/data/sn85042399/00200298640/1913041001/0735.pdf
9921,The Laramie Republican,11-22-1906,7,"Laramie, Wyoming",https://tile.loc.gov/storage-services/service/ndnp/wyu/batch_wyu_foster_ver01/data/sn92066980/00517010169/1906112201/0412.pdf
9922,Northern Wyoming Herald And Garland Irrigation Era,03-21-1913,6,"Cody, Wyoming",https://tile.loc.gov/storage-services/service/ndnp/wyu/batch_wyu_afton_ver01/data/sn92066927/0034058806A/1913032101/0022.pdf
9923,Hickory Daily Record,02-16-1922,1,"Hickory, North Carolina",https://tile.loc.gov/storage-services/service/ndnp/ncu/batch_ncu_deer_ver01/data/sn91068423/00416156694/1922021601/0180.pdf
9924,The Record-Union,10-04-1897,7,"Sacramento, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_firebaugh_ver01/data/sn82015104/00280768777/1897100401/0439.pdf
9925,Los Angeles Herald,04-12-1906,2,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_oasis_ver01/data/sn85042462/00175047359/1906041201/0807.pdf
9926,Los Angeles Herald,04-21-1908,9,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_pescadero_ver01/data/sn85042462/00175035679/1908042101/1048.pdf
9927,Tonopah Daily Bonanza,01-04-1913,1,"Tonopah, Nevada",https://tile.loc.gov/storage-services/service/ndnp/nvln/batch_nvln_aurora_ver02/data/sn86076142/0041562699A/1913010401/0010.pdf
9928,Tulsa Daily World,05-15-1915,1,"Tulsa, Oklahoma",https://tile.loc.gov/storage-services/service/ndnp/okhi/batch_okhi_bokchito_ver01/data/sn85042344/00200295559/1915051501/0268.pdf
9929,The Churchill County Standard,05-21-1919,1,"Fallon, Nevada",https://tile.loc.gov/storage-services/service/ndnp/nvln/batch_nvln_jackpot_ver01/data/sn86076306/0033289111A/1919052101/0101.pdf
9930,The Marion Daily Mirror,04-25-1911,4,"Marion, Ohio",https://tile.loc.gov/storage-services/service/ndnp/ohi/batch_ohi_kilo_ver01/data/sn88077573/00237283739/1911042501/0209.pdf
9931,Omaha Daily Bee,06-24-1895,5,"Omaha, Nebraska",https://tile.loc.gov/storage-services/service/ndnp/nbu/batch_nbu_alliance_ver01/data/sn99021999/00206539410/1895062401/0766.pdf
9932,Los Angeles Herald,09-19-1905,13,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_oasis_ver01/data/sn85042462/00175047311/1905091901/0412.pdf
9933,Los Angeles Herald,09-27-1905,11,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_oasis_ver01/data/sn85042462/00175047311/1905092701/0534.pdf
9934,Los Angeles Herald,08-15-1905,11,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_oasis_ver01/data/sn85042462/0017504730A/1905081501/0838.pdf
9935,The San Francisco Call,03-17-1895,20,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_dogtown_ver01/data/sn85066387/00175037238/1895031701/0409.pdf
9936,The San Francisco Call,10-04-1907,1,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_indio_ver01/data/sn85066387/00175047785/1907100401/0052.pdf
9937,The Herald,05-10-1896,12,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_lovelock_ver01/data/sn85042461/00280769678/1896051001/0106.pdf
9938,Imperial Valley Press,02-15-1918,1,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_mesquite_ver02/data/sn92070146/00414189490/1918021501/1220.pdf
9939,The Herald,10-28-1894,8,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_plasse_ver01/data/sn85042461/00280769575/1894102801/0575.pdf
9940,Imperial Valley Press,02-13-1926,6,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_ocotillo_ver01/data/sn92070146/00414188515/1926021301/1180.pdf
9941,Amador Ledger,03-04-1910,4,"Jackson, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_quincy_ver01/data/sn93052980/00175046744/1910030401/0076.pdf
9942,Imperial Valley Press,05-14-1924,2,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_ocotillo_ver01/data/sn92070146/00414189696/1924051401/0148.pdf
9943,Tonopah Bonanza,08-23-1902,2,"Tonopah', 'Butler, Nevada",https://tile.loc.gov/storage-services/service/ndnp/nvln/batch_nvln_fallon_ver02/data/sn86076135/00415626915/1902082301/0430.pdf
9944,Tonopah Bonanza,08-01-1908,4,"Tonopah', 'Butler, Nevada",https://tile.loc.gov/storage-services/service/ndnp/nvln/batch_nvln_goldfield_ver01/data/sn86076135/00271740906/1908080101/0126.pdf
9945,The Hartford Republican,01-20-1922,3,"Hartford, Kentucky",https://tile.loc.gov/storage-services/service/ndnp/kyu/batch_kyu_europium_ver01/data/sn86069313/00211104132/1922012001/0024.pdf
9946,The Midland Journal,12-09-1921,2,"Rising Sun, Maryland",https://tile.loc.gov/storage-services/service/ndnp/mdu/batch_mdu_cumberland_ver02/data/sn89060136/00279522278/1921120901/0857.pdf
9947,The Daily Ardmoreite,07-27-1922,2,"Ardmore, Oklahoma",https://tile.loc.gov/storage-services/service/ndnp/okhi/batch_okhi_hugo_ver01/data/sn85042303/0020029547A/1922072701/0785.pdf
9948,Los Angeles Herald,06-09-1910,6,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_rubidoux_ver01/data/sn85042462/00175035862/1910060901/0947.pdf
9949,Los Angeles Herald,10-10-1910,9,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_rubidoux_ver01/data/sn85042462/00175035898/1910101001/0919.pdf
9950,Los Angeles Herald,03-22-1910,13,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_rubidoux_ver01/data/sn85042462/00175035850/1910032201/0507.pdf
9951,The San Francisco Call,09-08-1911,15,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_angwin_ver02/data/sn85066387/00280768212/1911090801/0197.pdf
9952,Courier Democrat,04-08-1920,2,"Langdon, North Dakota",https://tile.loc.gov/storage-services/service/ndnp/ndhi/batch_ndhi_fluorine_ver01/data/sn88076432/00271740815/1920040801/0983.pdf
9953,Imperial Valley Press,06-03-1924,10,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_ocotillo_ver01/data/sn92070146/00414189696/1924060301/0286.pdf
9954,Imperial Valley Press,11-21-1927,4,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_ocotillo_ver01/data/sn92070146/00414188540/1927112101/0954.pdf
9955,The San Francisco Call,11-06-1895,12,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_dogtown_ver01/data/sn85066387/00175037305/1895110601/0606.pdf
9956,The San Francisco Call,05-14-1896,13,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_carlsbad_ver01/data/sn85066387/0017503738A/1896051401/0251.pdf
9957,The Record-Union,08-22-1899,4,"Sacramento, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_hessel_ver01/data/sn82015104/0028076887A/1899082201/0059.pdf
9958,The Salt Lake Herald,09-11-1905,1,"Salt Lake City, Utah",https://tile.loc.gov/storage-services/service/ndnp/uuml/batch_uuml_four_ver01/data/sn85058130/100478365/1905091101/0122.pdf
9959,The San Francisco Call,11-14-1905,9,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_gualala_ver01/data/00100480700/1905111401/0284.pdf
9960,The Record-Union,11-30-1899,4,"Sacramento, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_inskip_ver01/data/sn82015104/00280768881/1899113001/0255.pdf
9961,The Record-Union,12-14-1899,8,"Sacramento, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_inskip_ver01/data/sn82015104/00280768881/1899121401/0383.pdf
9962,The San Francisco Call,12-03-1901,14,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_quincy_ver01/data/sn85066387/00100478638/1901120301/0077.pdf
9963,Los Angeles Herald,07-19-1907,11,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_pomo_ver01/data/sn85042462/00175047463/1907071901/0292.pdf
9964,United Labor Bulletin,01-23-1915,4,"Denver, Colorado",https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_genoa_ver01/data/sn91052295/00340585641/1915012301/0356.pdf
9965,Imperial Valley Press,05-10-1929,1,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_paperflower_ver01/data/sn92070146/00414188576/1929051001/0001.pdf
9966,The Weekly Gazette,09-05-1930,10,"East Hartford, Connecticut",https://tile.loc.gov/storage-services/service/ndnp/ct/batch_ct_bugmeat_ver01/data/sn91066932/0051717466A/1930090501/0570.pdf
9967,The Indianapolis Times,04-05-1929,24,"Indianapolis, Indiana",https://tile.loc.gov/storage-services/service/ndnp/in/batch_in_goldman_ver01/data/sn82015313/00383349163/1929040501/0088.pdf
9968,The Keota News,08-15-1913,2,"Keota, Colorado",https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_jamestown_ver01/data/sn89052038/00383341255/1913081501/0810.pdf
9969,Wood County Reporter,05-19-1910,5,"Wisconsin Rapids, Wisconsin",https://tile.loc.gov/storage-services/service/ndnp/whi/batch_whi_carrie_ver01/data/sn85033078/00271768679/1910051901/0255.pdf
9970,The Ronan Pioneer,04-10-1930,3,"Ronan, Montana",https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_ekalaka_ver01/data/sn86075298/00517178573/1930041001/0544.pdf
9971,Western News And The Libby Times,04-10-1930,6,"Libby, Montana",https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_goosefoot_ver01/data/sn85053376/00340581313/1930041001/0569.pdf
9972,Los Angeles Herald,06-06-1910,9,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_rubidoux_ver01/data/sn85042462/00175035862/1910060601/0906.pdf
9973,El Paso Herald,05-10-1910,6,"El Paso, Texas",https://tile.loc.gov/storage-services/service/ndnp/txdn/batch_txdn_belgium_ver01/data/sn88084272/00294554245/1910051001/0812.pdf
9974,Twice-A-Week Plain Dealer,10-08-1895,3,"Cresco, Iowa",https://tile.loc.gov/storage-services/service/ndnp/iahi/batch_iahi_frawley_ver01/data/sn88059319/0041566879A/1895100801/0050.pdf
9975,The Carbon County News,04-10-1930,3,"Red Lodge, Montana",https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_goosefoot_ver01/data/sn84036285/00340581829/1930041001/0526.pdf
9976,Daily Inter Mountain,08-29-1900,1,"Butte, Montana",https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_jewelwing_ver01/data/sn85053057/00295860285/1900082901/0968.pdf
9977,The Daily Missoulian,12-16-1917,23,"Missoula, Montana",https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_indigobunting_ver02/data/sn83025316/00295860224/1917121601/1207.pdf
9978,The Herald,04-10-1898,23,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_moonstone_ver01/data/sn85042461/00280769782/1898041001/0509.pdf
9979,The Montana Courier,09-20-1922,1,"Shelby, Montana",https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_beargrass_ver01/data/sn85053342/00414211069/1922092001/0138.pdf
9980,L'Italia,05-07-1900,4,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_blueberry_ver01/data/sn85066408/00271766889/1900050701/0020.pdf
9981,Evening Star,11-09-1926,7,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_goodman_ver02/data/sn83045462/00280659162/1926110901/0408.pdf
9982,Evening Star,03-02-1911,15,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_neptunian_ver01/data/sn83045462/00280657864/1911030201/0043.pdf
9983,Evening Star,09-09-1926,29,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_goodman_ver02/data/sn83045462/00280659113/1926090901/0742.pdf
9984,The New York Herald,07-03-1921,60,"New York, New York",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_crowfoot_ver01/data/sn83045774/00271744183/1921070301/0112.pdf
9985,New Mexico State Record,04-08-1921,2,"Santa Fe, New Mexico",https://tile.loc.gov/storage-services/service/ndnp/nmu/batch_nmu_austen_ver01/data/sn93061701/0041562685A/1921040801/0862.pdf
9986,Albuquerque Morning Journal,10-21-1922,1,"Albuquerque, New Mexico",https://tile.loc.gov/storage-services/service/ndnp/nmu/batch_nmu_emerson_ver01/data/sn84031081/00415627889/1922102101/0223.pdf
9987,St. Johnsbury Caledonian,05-14-1902,3,"Saint Johnsbury, Vermont",https://tile.loc.gov/storage-services/service/ndnp/vtu/batch_vtu_enosburg_ver01/data/sn84023253/00202197073/1902051401/0999.pdf
9988,Albuquerque Morning Journal,07-28-1921,3,"Albuquerque, New Mexico",https://tile.loc.gov/storage-services/service/ndnp/nmu/batch_nmu_dumas_ver01/data/sn84031081/0041562783A/1921072801/0882.pdf
9989,Santa Fe New Mexican,02-16-1898,3,"Santa Fe, New Mexico",https://tile.loc.gov/storage-services/service/ndnp/nmu/batch_nmu_fleming_ver01/data/sn84020630/00415628997/1898021601/0160.pdf
9990,Arizona Republican,12-17-1899,7,"Phoenix, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_leopardfrog_ver01/data/sn84020558/00212476407/1899121701/0393.pdf
9991,Arizona Republican,08-23-1912,5,"Phoenix, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_fairyduster_ver01/data/sn84020558/00202192531/1912082301/0112.pdf
9992,Douglas Daily Dispatch,11-23-1926,1,"Douglas, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_ironsprings_ver01/data/sn84020064/0041421759A/1926112301/0455.pdf
9993,Arizona Republican,01-26-1921,20,"Phoenix, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_locoweed_ver01/data/sn84020558/00295869677/1921012601/0541.pdf
9994,Evening Star,03-05-1904,9,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_otterhound_ver01/data/sn83045462/00280655508/1904030501/0333.pdf
9995,Evening Star,09-20-1914,5,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_quarren_ver01/data/sn83045462/00280658261/1914092001/0716.pdf
9996,The Copper Era And Morenci Leader,12-05-1919,6,"Clifton, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_cholla_ver01/data/sn94050892/00202196354/1919120501/0244.pdf
9997,Newark Evening Star And Newark Advertiser,08-26-1913,14,"Newark, New Jersey",https://tile.loc.gov/storage-services/service/ndnp/njr/batch_njr_dante_ver01/data/sn91064011/00332896271/1913082601/0745.pdf
9998,The Montgomery Advertiser,05-10-1927,5,"Montgomery, Alabama",https://tile.loc.gov/storage-services/service/ndnp/au/batch_au_julian_ver01/data/sn84020645/0051701820A/1927051001/0190.pdf
9999,The Laramie Republican,04-10-1920,5,"Laramie, Wyoming",https://tile.loc.gov/storage-services/service/ndnp/wyu/batch_wyu_ginsberg_ver01/data/sn92066981/00517179668/1920041001/0203.pdf
10000,The San Francisco Call,08-01-1896,11,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_carlsbad_ver01/data/sn85066387/00175037421/1896080101/0014.pdf
10001,The San Francisco Call,06-05-1901,4,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_brea_ver01/data/sn85066387/190106051/0075.pdf
10002,The Hawaiian Gazette,03-10-1911,3,"Honolulu, Hawaii",https://tile.loc.gov/storage-services/service/ndnp/hihouml/batch_hihouml_cardinal_ver01/data/sn83025121/00294552339/1911031001/0721.pdf
10003,The Mankato Free Press,03-02-1906,6,"Mankato, Minnesota",https://tile.loc.gov/storage-services/service/ndnp/mnhi/batch_mnhi_goalball_ver01/data/sn83016589/00393340861/1906030201/0074.pdf
10004,Los Angeles Herald,03-16-1907,12,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_pomo_ver01/data/sn85042462/00175047438/1907031601/0261.pdf
10005,Los Angeles Herald,08-01-1907,11,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_pomo_ver01/data/sn85042462/00175047463/1907080101/0510.pdf
10006,Los Angeles Herald,12-24-1907,9,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_pomo_ver01/data/sn85042462/00175047499/1907122401/0972.pdf
10007,Los Angeles Herald,12-28-1907,9,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_pomo_ver01/data/sn85042462/00175047499/1907122801/1018.pdf
10008,South Bend News-Times,04-05-1930,11,"South Bend, Indiana",https://tile.loc.gov/storage-services/service/ndnp/in/batch_in_ilia_ver01/data/sn87055779/00271740499/1930040501/0302.pdf
10009,Los Angeles Herald,09-25-1910,57,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_rubidoux_ver01/data/sn85042462/00175035898/1910092501/0577.pdf
